,index,0
6365,condições,4
6366,sujeitais,1
6367,negócio,1
6368,decidido,3
6369,conheço,4
6370,incumbiuo,1
6371,bando,1
6372,privilégios,1
6373,desempenhava,1
6374,gravidade,1
6375,suscetível,1
6376,grotesca,1
6377,chegados,2
6378,perfilouse,1
6379,intróito,1
6380,estatuto,1
6381,regimento,2
6382,sujeita,2
6383,soldada,1
6384,marizes,1
6385,reta,1
6386,molhou,2
6387,primo,1
6388,replicar,2
6389,fizer,2
6390,pereça,2
6391,aprovação,1
6392,mandar,1
6393,embaixo,4
6394,saltai,1
6395,secundo,1
6396,contentarse,1
6397,deis,1
6398,rezarme,1
6399,dispensovos,1
6400,camaradas,2
6401,descreveram,1
6402,cerimônia,1
6403,pondes,1
6404,prática,2
6405,obstante,1
6406,aceito,4
6407,viravolta,1
6408,zangado,1
6409,levado,5
6410,iniciação,1
6411,resmungava,1
6412,pousando,2
6413,rigoroso,2
6414,pertenceis,1
6415,agradecer,2
6416,fermentava,2
6417,cérebro,3
6418,trama,4
6419,urdir,1
6420,revelarse,4
6421,deixara,9
6422,recusava,5
6423,intenção,5
6424,passarse,1
6425,concertaria,1
6426,apresentado,1
6427,possuidor,1
6428,soberano,5
6429,inimiga,1
6430,espanha,1
6431,exploraria,1
6432,eleválo,2
6433,fastígio,1
6434,definitiva,2
6435,aliviado,2
6436,formularia,1
6437,traçaria,1
6438,voltaria,2
6439,marcharia,1
6440,excarmelita,1
6441,observação,4
6442,estudou,2
6443,achouo,1
6444,germinar,1
6445,proporções,1
6446,mercenários,1
6447,vendem,1
6448,salário,1
6449,verdadeira,6
6450,paga,3
6451,humano,2
6452,iniciado,1
6453,avaliou,1
6454,serviriam,1
6455,completa,2
6456,produziu,2
6457,organização,7
6458,comprimida,2
6459,continência,1
6460,monástica,1
6461,violentos,1
6462,selado,1
6463,crosta,1
6464,gelo,1
6465,vigoroso,5
6466,vigílias,1
6467,abstinências,1
6468,refluíram,1
6469,sufocaram,1
6470,êxtase,4
6471,embebeu,3
6472,corrupção,1
6473,revelavase,2
6474,veemência,2
6475,móvel,1
6476,possuíla,1
6477,solicitou,1
6478,obteveo,1
6479,passadas,1
6480,tornarse,3
6481,apoderarse,3
6482,encantadas,1
6483,carregar,3
6484,dirigirse,2
6485,nau,1
6486,espanhola,3
6487,abordagem,1
6488,fazerse,1
6489,vela,12
6490,armava,2
6491,navios,1
6492,corso,1
6493,explorava,1
6494,riquezas,2
6495,imensas,1
6496,trabalhou,1
6497,influentes,1
6498,preparava,3
6499,desenlace,1
6500,ignorado,1
6501,conspiração,2
6502,lavrava,1
6503,prever,3
6504,eventualidade,2
6505,entregasse,1
6506,cúmplices,14
6507,pudessem,6
6508,ferilo,2
6509,entregara,1
6510,revelado,4
6511,dissera,4
6512,indicado,1
6513,declarandose,1
6514,seduzido,1
6515,tranqüilizavao,1
6516,abriria,1
6517,depósito,2
6518,pertencendo,1
6519,resolvera,2
6520,reduzido,2
6521,autômatos,1
6522,obedecendo,1
6523,conveniente,1
6524,animar,1
6525,manequins,1
6526,atrevimento,1
6527,audácia,5
6528,lançarem,2
6529,voragem,1
6530,trepidarem,1
6531,sentissem,1
6532,auri,1
6533,sacra,1
6534,fames,1
6535,apoderado,1
6536,abrirse,3
6537,fundida,1
6538,matar,11
6539,previsão,2
6540,lendo,1
6541,eletrizado,1
6542,insondável,1
6543,hesitaria,1
6544,cinzas,3
6545,ruína,3
6546,infelizmente,3
6547,situação,7
6548,antecipemos,1
6549,circunstâncias,10
6550,serviram,2
6551,seguimento,1
6552,poucas,4
6553,esquivo,1
6554,animava,11
6555,chegarse,3
6556,passeando,2
6557,estima,8
6558,aparecia,9
6559,supunha,5
6560,território,1
6561,tomé,1
6562,arrasado,1
6563,colônia,2
6564,fundada,2
6565,pero,1
6566,góis,1
6567,assédio,1
6568,fernandes,1
6569,coutinho,1
6570,digressão,1
6571,histórica,1
6572,herói,3
6573,fugira,2
6574,insensivelmente,5
6575,irritouse,1
6576,ingrata,2
6577,pagar,3
6578,deixandolhe,1
6579,venceu,6
6580,sacrifício,27
6581,contendo,2
6582,dizialhe,2
6583,vinde,4
6584,acompanhando,1
6585,subia,4
6586,cofo,1
6587,tecido,1
6588,crivo,1
6589,chilidos,1
6590,animarse,1
6591,apresentoulhe,1
6592,cabaz,1
6593,assustouse,4
6594,enxame,1
6595,beijaflores,1
6596,esvoaçava,3
6597,conseguiram,1
6598,escaparse,1
6599,voltejar,1
6600,boquinha,1
6601,rosada,1
6602,avezinhas,1
6603,vendose,5
6604,íris,4
6605,animados,2
6606,acreditase,1
6607,criou,1
6608,viverem,1
6609,pólen,1
6610,brilharem,2
6611,cansou,1
6612,admirálos,1
6613,tomouos,1
6614,beijouos,2
6615,aqueceuos,1
6616,perfumada,2
6617,beijassem,1
6618,esvoaçassem,1
6619,constantemente,2
6620,trouxera,1
6621,interiormente,2
6622,ossos,6
6623,perguntai,1
6624,fidaldo,1
6625,traduziu,2
6626,quiser,2
6627,defenderá,3
6628,soube,6
6629,temia,7
6630,ausência,5
6631,manda,21
6632,átomo,3
6633,vaidade,3
6634,planavam,1
6635,prodígios,2
6636,torrente,9
6637,precipita,2
6638,prostrarse,1
6639,submissa,1
6640,vencida,5
6641,escrava,1
6642,dominar,8
6643,obrigandoa,1
6644,particular,2
6645,reconhecendose,1
6646,fracas,1
6647,imã,1
6648,amam,3
6649,vencêlos,1
6650,subjugálos,1
6651,deixase,1
6652,bastantes,2
6653,excitando,1
6654,irrita,1
6655,provoca,1
6656,ingênua,6
6657,eva,1
6658,eximir,1
6659,parta,1
6660,agradece,3
6661,queremos,3
6662,abandones,1
6663,mandou,11
6664,obedecias,1
6665,consente,2
6666,partas,1
6667,cem,5
6668,fortes,15
6669,arcos,4
6670,ligeiros,2
6671,ofendes,1
6672,ofende,3
6673,partisse,2
6674,monótono,2
6675,saia,5
6676,cantava,3
6677,cadência,2
6678,melancólica,6
6679,endecha,1
6680,guaranis,3
6681,partimos,2
6682,soprou,2
6683,vencemos,1
6684,voltamos,1
6685,combatem,1
6686,trabalham,1
6687,andar”,1
6688,modulava,1
6689,canção,2
6690,seguindo,3
6691,partem,1
6692,espera,10
6693,império,1
6694,exercia,4
6695,combate,20
6696,personificado,1
6697,velhice,3
6698,deslizou,3
6699,toma,2
6700,enterra,1
6701,queima,2
6702,achará,2
6703,amálo,2
6704,nasceu,7
6705,cai,2
6706,torna,1
6707,despega,1
6708,murcha,2
6709,deixála,4
6710,acompanhadas,2
6711,defende,3
6712,cachorrinhos,1
6713,morreria,2
6714,lembraria,1
6715,guardará,1
6716,contará,1
6717,dirá,2
6718,quantas,2
6719,ensinar,3
6720,preferiu,1
6721,exaltação,5
6722,despertavam,1
6723,reminiscências,4
6724,jambeiro,1
6725,vier,2
6726,verá,2
6727,pousou,1
6728,confundiram,2
6729,seguiua,1
6730,chamála,1
6731,construirá,1
6732,ordenara,1
6733,ingratidão,3
6734,cometia,2
6735,disfarçou,1
6736,ordenavalhe,1
6737,retirasse,1
6738,afastavase,1
6739,desmentia,1
6740,excursões,1
6741,ajudavao,1
6742,guiavao,2
6743,destas,3
6744,pedialhe,1
6745,desgostála,1
6746,ensinado,2
6747,chamarse,1
6748,achando,1
6749,zangarse,1
6750,obedecia,1
6751,repreendeuo,1
6752,sílabas,1
6753,l,1
6754,sente,6
6755,lembrarse,2
6756,verbo,1
6757,doer,1
6758,magoar,1
6759,remorso,7
6760,achouse,1
6761,perdeu,2
6762,chamame,1
6763,lembrará,1
6764,vilania,3
6765,interrompida,3
6766,anteriores,1
6767,tomados,3
6768,soara,1
6769,supersticiosos,1
6770,classe,1
6771,atribuíam,1
6772,sobrenatural,4
6773,cedesse,1
6774,perdiase,2
6775,caos,3
6776,dúvidas,3
6777,incertezas,2
6778,seguissem,2
6779,fatal,3
6780,teriam,1
6781,aparecerem,1
6782,trocarem,1
6783,eilo,1
6784,imbecis,1
6785,atribuís,1
6786,explicar,11
6787,esperaime,2
6788,surpreso,2
6789,merecesse,2
6790,resquício,1
6791,generosidade,3
6792,corrompido,1
6793,segurar,2
6794,retêlo,1
6795,frios,4
6796,polido,2
6797,útil,2
6798,cuidaremos,1
6799,cobriam,5
6800,arriscada,3
6801,obrigados,4
6802,vêse,1
6803,aproxima,2
6804,sutileza,1
6805,perscrutar,2
6806,devassar,2
6807,hábeis,1
6808,estalido,2
6809,circulou,2
6810,isolada,3
6811,cruzando,5
6812,réptil,3
6813,receberia,2
6814,agachado,1
6815,notado,1
6816,hesitara,2
6817,comprometido,1
6818,concebera,1
6819,ameaçara,2
6820,confirmarse,2
6821,evitava,4
6822,jogava,2
6823,destreza,5
6824,lâmina,2
6825,elástica,1
6826,volteava,1
6827,atirava,2
6828,vibrado,2
6829,auxiliado,2
6830,listrava,1
6831,fulminava,1
6832,mensageira,2
6833,ave,5
6834,pairava,2
6835,milagres,2
6836,setas,11
6837,propósito,4
6838,servirem,2
6839,aplaudia,1
6840,vulgar,1
6841,conservasse,2
6842,levarlhe,1
6843,vantagem,2
6844,juntava,1
6845,berço,11
6846,hesitar,5
6847,urgia,2
6848,endireitou,1
6849,salvar,37
6850,vendoo,4
6851,rugou,1
6852,odiava,2
6853,desprezavao,1
6854,secamente,1
6855,pretendo,2
6856,odeiam,1
6857,achamse,1
6858,solitário,1
6859,inspirais,2
6860,deprezo,1
6861,asco,1
6862,roja,1
6863,causame,1
6864,disputemos,1
6865,odeio,1
6866,desprezais,1
6867,miserável,4
6868,soou,8
6869,lamina,6
6870,insulto,7
6871,injetaramse,2
6872,deveisme,1
6873,acabais,1
6874,tirai,2
6875,bandido,1
6876,defendeivos,1
6877,proferindo,1
6878,seguroua,1
6879,embaraçarlhe,1
6880,marcharam,2
6881,lançaramse,2
6882,defendiase,1
6883,roçandolhe,1
6884,cortado,3
6885,belbute,1
6886,trás,1
6887,trégua,2
6888,penso,2
6889,estarmos,1
6890,fatigar,1
6891,tomarmos,1
6892,expedito,1
6893,escolhei,2
6894,indiferente,2
6895,batermos,1
6896,incomodarnos,1
6897,reciprocamente,1
6898,matarvos,1
6899,desapareça,1
6900,colocarnosemos,1
6901,simplesmente,3
6902,cachoeira,1
6903,incomodará,1
6904,envergonharia,1
6905,bati,1
6906,odiamos,1
6907,bastante,13
6908,gastarmos,1
6909,desprezava,1
6910,demais,5
6911,lembrarlhe,1
6912,provocar,1
6913,medirse,1
6914,franco,2
6915,levasse,1
6916,infâmia,1
6917,apanhála,1
6918,prendêla,1
6919,acordo,3
6920,adiantarse,1
6921,duelo,2
6922,esperto,1
6923,armando,1
6924,excitassem,1
6925,aveludados,2
6926,embebidos,3
6927,voluptuosa,2
6928,confundir,1
6929,sonhos,8
6930,pressentimento,6
6931,confidência,1
6932,bafejava,3
6933,tocálo,1
6934,descuidoso,1
6935,repassava,5
6936,alimentavase,1
6937,fatalidade,7
6938,consolavao,3
6939,ressentimento,2
6940,murchado,1
6941,beijálo,1
6942,fugido,1
6943,cobardia,1
6944,associa,1
6945,baixeza,3
6946,mostrar,2
6947,revoltava,1
6948,brios,1
6949,fecho,2
6950,movido,1
6951,guiada,1
6952,certeiro,2
6953,agudo,3
6954,rebatida,1
6955,escarlate,5
6956,músculo,1
6957,agitouse,3
6958,arqueava,1
6959,lábio,2
6960,bigode,2
6961,causoulhe,2
6962,mostrando,4
6963,muscular,1
6964,segura,2
6965,nuca,1
6966,curvavao,1
6967,obrigavao,1
6968,ajoelhar,3
6969,imensamente,1
6970,dilatados,2
6971,hirtas,1
6972,arrancoua,1
6973,sacando,1
6974,cravála,1
6975,adiantado,1
6976,aparou,1
6977,apoiava,1
6978,recuou,6
6979,satânica,1
6980,palpitações,4
6981,batiam,1
6982,lembravamlhe,1
6983,pudera,3
6984,suplicou,2
6985,fechou,11
6986,julgouse,1
6987,olhouo,3
6988,indigno,2
6989,pertences,1
6990,pelourinho,1
6991,carrasco,1
6992,jurar,1
6993,porás,1
6994,preço,2
6995,deva,2
6996,erguete,1
6997,tirate,1
6998,desarmou,1
6999,acompanhasse,2
7000,refletia,7
7001,ouvira,4
7002,compreendera,5
7003,matálos,2
7004,indignação,5
7005,defendesse,1
7006,possuir,2
7007,vidas,1
7008,sacrificálas,1
7009,salvação,18
7010,manchada,1
7011,soubessem,1
7012,combinava,2
7013,razões,6
7014,levavam,1
7015,acreditado,1
7016,provas,4
7017,justificar,2
7018,acusação,4
7019,desfazer,1
7020,tramas,1
7021,reduziase,1
7022,punição,9
7023,queriam,4
7024,receava,3
7025,combinados,1
7026,sucumbir,6
7027,anteciparia,1
7028,prevenir,6
7029,cultura,2
7030,solo,3
7031,raciocínio,2
7032,lógica,1
7033,dignas,2
7034,hipóteses,1
7035,probabilidades,1
7036,preparavase,2
7037,possuía,2
7038,grau,3
7039,elevado,2
7040,apontava,1
7041,desviar,1
7042,dobrálo,1
7043,subjugado,2
7044,apresentavase,2
7045,procurada,1
7046,consumado,2
7047,diria,1
7048,traiam,2
7049,mateios,1
7050,punime,1
7051,intervenção,2
7052,transtornou,1
7053,punilo,1
7054,tentativa,2
7055,cometer,6
7056,perfidamente,1
7057,repugnava,1
7058,satisfezse,2
7059,possibilidade,4
7060,voltarem,1
7061,conseguiria,1
7062,cavalheiresca,2
7063,avós,1
7064,moldava,2
7065,barões,1
7066,combatido,1
7067,aljubarrota,1
7068,avis,1
7069,desprezasse,1
7070,consentiria,1
7071,tocasse,2
7072,cabelo,2
7073,tiraria,1
7074,tentar,3
7075,sucedesse,2
7076,tornaria,1
7077,sagrada,4
7078,meter,2
7079,importarse,1
7080,caminhando,2
7081,sorriuse,6
7082,franqueza,4
7083,morresses,1
7084,sentiria,2
7085,acostumada,1
7086,vêem,1
7087,ouvidos,2
7088,ouvem,1
7089,corado,1
7090,doçura,2
7091,fazes,4
7092,d’água,1
7093,passa,8
7094,dizem,2
7095,abafar,2
7096,aprendera,2
7097,bebera,1
7098,sensibilidade,2
7099,dificilmente,1
7100,encontra,1
7101,desenrolava,2
7102,respondeulhe,1
7103,reflete,1
7104,conhece,3
7105,desce,3
7106,símbolos,1
7107,beijaflor,1
7108,dourado,3
7109,puro,8
7110,anil,1
7111,bronzeados,1
7112,anunciam,1
7113,borrascas,1
7114,pelúcia,1
7115,esmaltada,1
7116,várzeas,1
7117,deslizar,1
7118,levam,1
7119,compreende,1
7120,cadeia,1
7121,liga,1
7122,constitui,1
7123,ápice,1
7124,aliada,1
7125,sucedendo,2
7126,monstros,2
7127,repulsivos,1
7128,embalouse,1
7129,cresceu,2
7130,perfumado,5
7131,primitivo,1
7132,canta,1
7133,sublimes,1
7134,serpeja,1
7135,salta,1
7136,despenha,1
7137,eleva,1
7138,rasteja,1
7139,decoração,1
7140,impressões,2
7141,projetam,1
7142,mínimo,1
7143,hostil,1
7144,amar,12
7145,julgas,3
7146,passaria,1
7147,amasse,6
7148,irradiou,1
7149,farias,1
7150,duvida,1
7151,desculpar,1
7152,comovido,8
7153,renegava,1
7154,queimasse,2
7155,arrancasse,1
7156,gosta,1
7157,levantava,3
7158,compreendote,1
7159,votaste,1
7160,receies,1
7161,amo,7
7162,zangues,1
7163,disser,1
7164,matasses,1
7165,ame,1
7166,antecedente,2
7167,perdoara,1
7168,endireitar,2
7169,segurou,2
7170,veras,1
7171,chegarem,2
7172,combaterem,1
7173,contigo,9
7174,combatêlo,1
7175,saberás,3
7176,ganhava,2
7177,avistado,1
7178,surdiu,1
7179,figura,5
7180,urtigas,3
7181,ervasdepassarinho,1
7182,deitando,1
7183,bofes,1
7184,maldito,3
7185,desajeitado,1
7186,narizes,1
7187,estendeuse,5
7188,maciamente,1
7189,cotovelos,1
7190,pulmões,1
7191,parado,1
7192,deitoulhe,1
7193,pilheio,1
7194,safa,1
7195,deume,1
7196,resfolgando,1
7197,mover,1
7198,deixarte,1
7199,figa,1
7200,batido,1
7201,expedido,1
7202,trazêlo,1
7203,matiz,1
7204,executor,3
7205,amos,1
7206,cômicos,1
7207,imagináveis,1
7208,marimbondos,1
7209,assanhava,1
7210,honrosa,1
7211,estirão,1
7212,lagartos,1
7213,pilhado,1
7214,improviso,1
7215,enrolara,1
7216,formidável,2
7217,chicotada,1
7218,unhasdegato,1
7219,cabeçadas,1
7220,quedas,1
7221,arrenegarse,1
7222,maldizer,1
7223,tojos,1
7224,charnecas,1
7225,largar,1
7226,tribulações,2
7227,começando,1
7228,irritarse,1
7229,caboclinho,1
7230,madre,2
7231,rezarlhe,1
7232,chamei,1
7233,heresia,1
7234,mete,1
7235,tagarelar,2
7236,santos,4
7237,santíssima,1
7238,calate,1
7239,pies,1
7240,discurso,1
7241,solilóquio,1
7242,desprendendose,3
7243,seguravalhe,1
7244,acompanhouo,3
7245,pisada,2
7246,autômato,1
7247,vens,1
7248,seguirte,2
7249,levarte,3
7250,vás,1
7251,sigas,1
7252,perdes,1
7253,saibas,1
7254,calhau,1
7255,executa,1
7256,convencer,1
7257,livrarse,1
7258,veremos,3
7259,hein,1
7260,mostraria,2
7261,podes,11
7262,arredo,1
7263,teimas,1
7264,amarra,1
7265,engranzava,1
7266,mostarda,1
7267,subirlhe,1
7268,nariz,1
7269,atirandose,1
7270,respeitar,2
7271,valentemente,2
7272,enrolando,1
7273,trepidar,1
7274,pôsse,2
7275,regras,1
7276,liberal,1
7277,jogo,1
7278,espadão,2
7279,professava,1
7280,tenra,1
7281,havido,1
7282,lutavam,1
7283,vime,1
7284,deixate,1
7285,encostas,2
7286,espetote,1
7287,durindana,1
7288,voltear,1
7289,diâmetro,1
7290,tenção,3
7291,girar,3
7292,tontear,1
7293,aproveitou,2
7294,pilhouo,1
7295,agarrouo,1
7296,amarrálo,1
7297,rodilha,1
7298,ligavao,1
7299,seguira,1
7300,placidamente,1
7301,demo,1
7302,gritava,1
7303,pagarás,1
7304,palmo,1
7305,prestar,1
7306,ladainha,1
7307,nomes,3
7308,injuriosos,1
7309,mimoseava,1
7310,apoiada,5
7311,fosso,4
7312,dominarse,2
7313,castidade,3
7314,magoála,1
7315,exprobração,6
7316,ergueua,2
7317,pediulhe,2
7318,esqueciase,2
7319,saltaram,2
7320,mimosos,4
7321,chamaram,2
7322,anjinho,2
7323,rodeava,1
7324,inefável,5
7325,enxugou,2
7326,sofria,8
7327,emoções,10
7328,exclusivismo,1
7329,serlhe,1
7330,consultou,1
7331,obrigála,2
7332,odiar,2
7333,vitoriosa,1
7334,subjuga,1
7335,acreditava,2
7336,veneração,1
7337,votava,7
7338,fraternal,3
7339,consagrava,1
7340,faltava,5
7341,ambicionava,1
7342,carícia,3
7343,inocentes,2
7344,afeições,4
7345,desgraçado,1
7346,restavamlhe,1
7347,sorrirlhe,2
7348,isenta,4
7349,recente,1
7350,desatarse,1
7351,pensamentos,10
7352,adejavam,2
7353,mente,3
7354,caldo,2
7355,obter,2
7356,soubera,1
7357,prometido,1
7358,musgos,1
7359,lastrando,1
7360,bordas,1
7361,risonho,2
7362,borboletas,1
7363,vivas,6
7364,balseiro,1
7365,silvos,1
7366,serpentes,1
7367,pios,1
7368,tristes,5
7369,magnetizado,1
7370,tanger,1
7371,chocalho,1
7372,campânulas,1
7373,roxas,1
7374,escamas,4
7375,enlaçando,1
7376,fariam,3
7377,inquietava,1
7378,propriedade,2
7379,colonizadores,1
7380,candeia,2
7381,facho,3
7382,aceso,1
7383,embebida,2
7384,lembroulhe,4
7385,quebrados,2
7386,hábitos,3
7387,rompidos,1
7388,correram,3
7389,vertida,1
7390,vibradas,1
7391,choras,1
7392,sorriulhe,2
7393,melancolicamente,3
7394,reprimiu,3
7395,sinistro,2
7396,empalidecendo,3
7397,desças,2
7398,indeciso,2
7399,irremissivelmente,1
7400,retiravase,1
7401,desobedecer,2
7402,debruçouse,2
7403,bracelete,16
7404,debruçandose,2
7405,geloua,1
7406,horror,5
7407,surgiam,2
7408,enormes,3
7409,lançavamse,2
7410,víboras,1
7411,escapavam,2
7412,aranhas,1
7413,venenosas,1
7414,suspendiamse,1
7415,teia,1
7416,sibilar,1
7417,estrídulo,1
7418,grilos,1
7419,tristonho,1
7420,cauã,3
7421,chorava,3
7422,balbuciava,4
7423,pedindo,2
7424,salválo,4
7425,abriaos,1
7426,pululavam,1
7427,agitada,2
7428,esvoaçou,1
7429,coleópteros,1
7430,popular,2
7431,chama,9
7432,lavandeiradedeus,1
7433,supremos,2
7434,suspendese,1
7435,lavandeira,1
7436,rosados,1
7437,acaricioua,1
7438,preferir,3
7439,chamado,2
7440,ansiedade,8
7441,respondesse,1
7442,causaram,1
7443,pareceu,4
7444,pronunciadas,1
7445,chegoulhe,2
7446,rouca,1
7447,ecoou,2
7448,silvando,2
7449,ninhada,1
7450,plangente,2
7451,almofada,1
7452,malha,1
7453,retrós,2
7454,impressionada,2
7455,presenciara,2
7456,sofreguidão,1
7457,mordido,1
7458,sofres,2
7459,olhoua,1
7460,tiveste,1
7461,conhecem,1
7462,bastado,2
7463,imitava,1
7464,expediente,3
7465,atravessavam,3
7466,encontrar,1
7467,trepadeira,1
7468,dor,25
7469,ofendido,3
7470,esmalte,3
7471,mostravam,2
7472,escolhidas,1
7473,destinadas,1
7474,admirouas,1
7475,faceirice,2
7476,inato,1
7477,sétimo,1
7478,irlhe,1
7479,cingiuo,1
7480,bonitas,3
7481,darte,3
7482,sentes,2
7483,acompanhariam,1
7484,travessura,6
7485,ficarias,1
7486,trouxesse,1
7487,dás,2
7488,adorno,2
7489,embaraço,1
7490,deitará,2
7491,caixa,1
7492,aveludada,1
7493,prendeu,1
7494,ocultando,4
7495,veludo,3
7496,pretextara,1
7497,indisposição,1
7498,derramou,1
7499,alivio,1
7500,consolo,6
7501,refrescarem,1
7502,queimam,1
7503,rescaldo,1
7504,umedecidos,1
7505,pranto,2
7506,fulgor,2
7507,delirante,3
7508,desvairado,1
7509,ajoelhavase,1
7510,orvalharlhe,1
7511,nesga,1
7512,prostrava,1
7513,sedutor,1
7514,harmoniosas,1
7515,sobressaltandose,1
7516,façote,1
7517,julgaste,1
7518,julguei,2
7519,tornado,5
7520,fizesteme,1
7521,somos,6
7522,irmãs,6
7523,enganei,2
7524,magoada,1
7525,exprimiu,2
7526,procedimento,3
7527,assaltoulhe,1
7528,ciúmes,1
7529,amargamente,2
7530,entendido,2
7531,volubilidade,1
7532,mesmas,3
7533,consolarte,1
7534,estiveres,1
7535,tristezinha,1
7536,rirme,1
7537,ficares,1
7538,obrigues,1
7539,causaria,2
7540,escondeu,5
7541,subialhe,1
7542,própria,3
7543,iludas,2
7544,magoarme,1
7545,zombes,1
7546,soubesses,2
7547,sofro,2
7548,sofras,2
7549,entendes,1
7550,jurote,1
7551,calar,1
7552,morrerá,3
7553,compreendes,1
7554,arrebatadamente,1
7555,abraçandoa,1
7556,falandolhe,1
7557,ames,1
7558,tornarte,1
7559,deixes,2
7560,melancólico,1
7561,abraces,1
7562,bondade,1
7563,digas,2
7564,adivinheio,1
7565,enganaste,1
7566,fales,2
7567,esquecime,3
7568,abrindoa,1
7569,atou,3
7570,assentam,1
7571,mentir,3
7572,mo,5
7573,recusar,2
7574,agastome,1
7575,tires,1
7576,deitar,1
7577,ficaremos,2
7578,apinhando,1
7579,jovialidade,1
7580,dissipado,1
7581,fezlhes,2
7582,aproximassem,2
7583,obedeceram,2
7584,acompanharam,3
7585,saleta,1
7586,notável,2
7587,paiol,3
7588,abriram,7
7589,alicerces,2
7590,obreiros,1
7591,socavão,1
7592,talhado,1
7593,previdente,1
7594,arrobas,1
7595,achara,2
7596,tranqüilidade,7
7597,estaria,2
7598,doméstico,1
7599,estando,1
7600,moscóvia,1
7601,sentassem,1
7602,falarvos,1
7603,sério,3
7604,chameivos,1
7605,ouvirdes,1
7606,sobressalto,2
7607,pausadas,1
7608,desertos,2
7609,remoçoume,1
7610,reassume,1
7611,direitos,1
7612,cede,1
7613,procuramos,1
7614,iludir,1
7615,prezamos,2
7616,esforçando,1
7617,iludirmos,1
7618,conteveos,1
7619,interrompais,1
7620,faço,3
7621,declaração,1
7622,possais,1
7623,jogamos,1
7624,tranqüilos,6
7625,termo,1
7626,fazemos,1
7627,duvidamos,1
7628,assusta,1
7629,remoçado,1
7630,afirmovos,1
7631,juventude,2
7632,julgareis,1
7633,quartel,1
7634,dispor,3
7635,prevenilo,1
7636,encarregarse,1
7637,escriba,1
7638,confiar,1
7639,leais,1
7640,perdese,1
7641,rompese,1
7642,queimase,1
7643,defendêlo,1
7644,guiálo,1
7645,documento,1
7646,conheceram,3
7647,inabalável,10
7648,dispuseram,1
7649,ouvilo,2
7650,pertencevos,1
7651,sereis,8
7652,esposo,2
7653,restarlheá,1
7654,devotado,1
7655,amovos,1
7656,bendirei,1
7657,prezo,2
7658,sagradas,2
7659,zelar,1
7660,recebi,1
7661,volveu,4
7662,g,1
7663,agitação,3
7664,transmito,1
7665,convencido,3
7666,conservareis,1
7667,esforçareis,1
7668,confio,4
7669,enviandovos,1
7670,completar,2
7671,concedido,1
7672,beijavam,1
7673,envolviaos,1
7674,paternal,1
7675,ergueivos,2
7676,abraçaivos,1
7677,ouvideme,1
7678,bateram,1
7679,difícil,12
7680,generosas,1
7681,nascimento,1
7682,obrigaramme,1
7683,titulo,3
7684,peçovos,2
7685,ameis,1
7686,rodeeis,1
7687,perdoarme,2
7688,mostrei,1
7689,infelicidade,1
7690,involuntária,1
7691,causei,1
7692,dolorosa,2
7693,despertado,3
7694,passeou,1
7695,conseguindo,1
7696,disposição,5
7697,cumprireis,1
7698,bastame,2
7699,abraçouos,1
7700,querovos,1
7701,risonhos,2
7702,remoçarme,1
7703,esperareis,1
7704,executar,3
7705,sepultada,2
7706,entendendo,1
7707,incumba,1
7708,apertoulhe,5
7709,mandaio,1
7710,obedeceu,3
7711,tira,3
7712,selou,2
7713,sentaivos,1
7714,reunia,1
7715,planta,5
7716,expor,1
7717,sincera,1
7718,tantas,9
7719,pensei,1
7720,houvésseis,1
7721,estimo,2
7722,crerme,1
7723,agasteis,1
7724,opões,1
7725,sofrerá,2
7726,ressumbrava,1
7727,inata,2
7728,superiores,1
7729,límpidos,2
7730,percorreram,1
7731,fixaramse,1
7732,prevendo,1
7733,acreditas,3
7734,deseja,2
7735,pagarte,1
7736,pede,7
7737,voltes,1
7738,entende,2
7739,sustento,1
7740,tecida,2
7741,comovidos,2
7742,enternecida,1
7743,faltaria,1
7744,recusasses,1
7745,quisesses,1
7746,isolado,1
7747,agrada,1
7748,mandas,3
7749,povos,5
7750,compreendem,1
7751,mora,2
7752,amamos,2
7753,respeitamos,1
7754,obedecemos,2
7755,adora,1
7756,desobedecemos,1
7757,abandonou,2
7758,aborrecer,1
7759,falado,3
7760,imperioso,3
7761,deslizoulhe,1
7762,tormentas,1
7763,sentese,4
7764,caíres,1
7765,salvará,3
7766,aceitao,1
7767,entregou,1
7768,assegura,1
7769,herdeiros,1
7770,respondem,1
7771,resgate,1
7772,deixo,3
7773,ficai,4
7774,reunimonos,1
7775,desejarmos,1
7776,nasceste,2
7777,dizerlhes,1
7778,fitaram,1
7779,impelido,3
7780,ajoelharse,5
7781,deitoua,6
7782,souberes,2
7783,deixe,1
7784,levaria,2
7785,separemos,1
7786,atacado,5
7787,defenderte,3
7788,aimoré,7
7789,desconfiado,1
7790,matou,1
7791,olharem,1
7792,soltarem,1
7793,caminharem,1
7794,viuos,1
7795,prepares,1
7796,incredulidade,2
7797,podias,2
7798,passassem,1
7799,evocar,1
7800,combinar,2
7801,impressas,3
7802,abaixandose,2
7803,distraído,4
7804,medita,1
7805,fixarse,1
7806,proporção,2
7807,firmava,1
7808,solução,2
7809,problema,1
7810,lançandose,5
7811,entreabriu,4
7812,camisa,1
7813,tiroulhe,2
7814,examinouas,1
7815,descarregadas,1
7816,cruzou,3
7817,contemplou,3
7818,envergonharse,1
7819,tomovos,1
