,index,0
7820,apertar,4
7821,abraço,2
7822,estilos,1
7823,cavalaria,1
7824,restavam,6
7825,tradições,1
7826,baixos,2
7827,criminoso,5
7828,juiz,3
7829,respondeme,1
7830,disparou,1
7831,corpos,6
7832,negares,1
7833,ofereceste,1
7834,mataste,1
7835,sorrindolhe,2
7836,habita,1
7837,palpitando,2
7838,acaba,4
7839,despedido,2
7840,desconhecem,1
7841,tirados,1
7842,comovia,2
7843,acharam,1
7844,estendera,1
7845,sorriam,2
7846,compreendiamse,3
7847,generoso,5
7848,aprovava,2
7849,seguiria,1
7850,estupefato,1
7851,incompreensível,2
7852,indecifrável,1
7853,sucedera,1
7854,anteriormente,1
7855,almoço,1
7856,abaterse,1
7857,quantidade,1
7858,abutres,1
7859,indicava,4
7860,abundante,2
7861,muitos,2
7862,monótona,1
7863,encontrou,4
7864,pertencerem,1
7865,mortos,7
7866,cerroulhe,1
7867,supersticioso,1
7868,eximirse,2
7869,mostrado,2
7870,começo,5
7871,sinistras,5
7872,previsões,3
7873,redobrou,2
7874,vivera,1
7875,transformarse,2
7876,involuntário,2
7877,enterrar,3
7878,guardassem,1
7879,assustar,2
7880,recair,1
7881,assegurando,1
7882,recordouse,1
7883,combinouas,1
7884,presenciado,1
7885,abrira,1
7886,manchado,2
7887,arrastar,1
7888,levantála,1
7889,pasmado,2
7890,beijando,4
7891,enlouquecer,2
7892,souber,1
7893,ocorrido,2
7894,licença,1
7895,esquartejar,1
7896,negasse,1
7897,despedirse,2
7898,custasse,1
7899,hesitava,4
7900,espantada,2
7901,gostava,1
7902,reconciliar,1
7903,estimarás,1
7904,estátua,4
7905,injuriado,1
7906,pilhara,1
7907,sofismála,1
7908,amarrará,1
7909,adivinharam,1
7910,confusamente,2
7911,rirse,1
7912,diversa,1
7913,brincavam,1
7914,gota,6
7915,destilavam,1
7916,ideal,3
7917,fugialhe,2
7918,contemplavam,1
7919,elevavase,3
7920,despiase,1
7921,invólucro,3
7922,lembravase,7
7923,anjinhos,2
7924,admirando,2
7925,lânguida,4
7926,apegavase,1
7927,esquecia,1
7928,lembravalhe,1
7929,parecialhe,12
7930,principalmente,1
7931,guardado,1
7932,indefinida,2
7933,dilatavalhe,1
7934,júbilo,2
7935,expansão,2
7936,acredita,1
7937,amada,4
7938,auréola,5
7939,roçar,1
7940,espiguilha,1
7941,causavalhe,1
7942,sensações,3
7943,voluptuosas,2
7944,misterioso,1
7945,conchegando,1
7946,imprimiu,1
7947,afetuosamente,2
7948,trouxeste,2
7949,esquecimento,1
7950,buscálo,1
7951,ficaria,4
7952,perderíamos,1
7953,voltarmos,1
7954,prometote,1
7955,dirigiu,4
7956,fugirlhe,1
7957,acompanhassem,1
7958,faríamos,1
7959,cumpriríamos,1
7960,acompanhais,3
7961,obedeço,1
7962,falando,1
7963,viraa,1
7964,dirigira,1
7965,mostravase,1
7966,conservado,3
7967,ofensa,4
7968,acusava,2
7969,guardava,8
7970,mínima,1
7971,chamara,1
7972,esvaecerse,1
7973,bordavam,1
7974,labirinto,1
7975,desprendiase,2
7976,sinuosa,1
7977,recortava,2
7978,escondiase,1
7979,descobrila,1
7980,abraçavamse,1
7981,brejeiro,1
7982,contarmo,1
7983,tomoulhe,2
7984,tende,1
7985,conversai,1
7986,dizeilhe,1
7987,sós,4
7988,lançado,3
7989,suspeitou,1
7990,enganara,2
7991,associara,1
7992,ficando,1
7993,ousavam,3
7994,cravada,1
7995,cingisse,1
7996,estiveram,1
7997,esquecido,2
7998,explicação,5
7999,animouse,1
8000,escarnecida,2
8001,fezme,3
8002,aceitálo,1
8003,aceitaríeis,1
8004,admirouse,4
8005,compreendesse,1
8006,esclarecêlo,1
8007,indiscrição,1
8008,exige,1
8009,fostes,1
8010,acabar,8
8011,falarmos,1
8012,francamente,1
8013,escuso,2
8014,confessarvos,2
8015,adivinhastes,1
8016,historia,1
8017,penseis,1
8018,censuro,1
8019,zombam,1
8020,enganoume,1
8021,enganarvos,1
8022,atinais,1
8023,atino,1
8024,dizeima,1
8025,suplico,4
8026,implorava,1
8027,explicarlhe,1
8028,revelarlhe,2
8029,rejeitar,1
8030,desculparse,2
8031,pedia,8
8032,instância,1
8033,declarasse,1
8034,enganado,1
8035,lívida,1
8036,elevarse,2
8037,apressadas,1
8038,deixeis,3
8039,odiarme,2
8040,anunciardes,1
8041,bemvinda,1
8042,receberse,1
8043,confessais,1
8044,fôsseis,2
8045,cintilaram,1
8046,acabai,1
8047,havíeis,1
8048,perdoar,2
8049,perdoarvos,2
8050,perdoe,2
8051,diálogo,3
8052,reticências,1
8053,hesitações,1
8054,excitado,2
8055,dédalo,1
8056,obscurecia,1
8057,escarnecido,1
8058,culpada,3
8059,transe,2
8060,inundadas,1
8061,chorais,1
8062,pergunteis,1
8063,escondeisme,1
8064,deixaisme,1
8065,suplicovos,1
8066,bafejarlhe,2
8067,perdoareis,1
8068,súbita,6
8069,operado,4
8070,veemente,2
8071,abafada,2
8072,reprimida,2
8073,acordara,1
8074,cadeias,1
8075,retinham,1
8076,erguiase,2
8077,impetuosa,2
8078,causado,5
8079,apaixonada,2
8080,transbordar,1
8081,caudalosa,1
8082,abrasaram,1
8083,dilatouse,4
8084,envolveu,1
8085,fluidos,1
8086,luminosos,1
8087,pronunciála,1
8088,iluminavase,1
8089,enlearse,1
8090,curvas,3
8091,sentirlhe,1
8092,espreguiçarse,1
8093,palpitantes,2
8094,desfalecida,5
8095,veias,6
8096,matava,3
8097,atônito,1
8098,exagerava,1
8099,trocado,1
8100,ajoelhada,2
8101,horrivelmente,1
8102,queimavalhe,2
8103,expandirse,2
8104,viessem,1
8105,recalcar,1
8106,prometestes,2
8107,erguendoa,1
8108,falemos,1
8109,escutaime,1
8110,jurovos,2
8111,ouvireis,1
8112,olharei,1
8113,vervos,1
8114,condenaime,1
8115,negareis,1
8116,soltas,1
8117,concentrado,2
8118,precisais,3
8119,consolarvos,1
8120,sincero,2
8121,serena,5
8122,sufocava,1
8123,lembrado,4
8124,compaixão,4
8125,simpatia,3
8126,infância,4
8127,consolála,2
8128,recuseis,2
8129,aceitaime,1
8130,tratar,3
8131,pronunciando,2
8132,familiarmente,1
8133,acariciavam,1
8134,ouvirvos,1
8135,chamarme,1
8136,contaime,1
8137,mágoas,1
8138,deixaias,1
8139,conte,1
8140,mostrarvos,2
8141,querervos,1
8142,reservado,2
8143,incomodo,1
8144,órfã,2
8145,alheia,3
8146,raças,2
8147,inimigas,2
8148,desprezar,1
8149,alimentando,2
8150,aprovais,1
8151,prendesse,1
8152,comecei,1
8153,amarvos,2
8154,olhado,1
8155,percebêsseis,1
8156,julgavame,1
8157,recolhiame,1
8158,adormecia,1
8159,ousava,2
8160,ilusões,2
8161,alimente,1
8162,pequenina,1
8163,ventura,10
8164,suprema,7
8165,aproximando,4
8166,esperasse,5
8167,cala,1
8168,sorríeis,1
8169,apertavam,3
8170,reclinava,2
8171,pendeu,2
8172,apertoua,1
8173,brusco,1
8174,arreceeis,1
8175,podeisme,1
8176,dizerme,1
8177,pedíeis,1
8178,sairia,1
8179,aproximásseis,1
8180,dirigisse,1
8181,ilude,1
8182,fascina,1
8183,merecervos,1
8184,desculpa,1
8185,esqueceime,1
8186,lembrarvos,1
8187,fazeime,1
8188,injustiça,1
8189,terna,1
8190,acontecia,1
8191,amado,6
8192,traçavam,1
8193,destacados,1
8194,campina,1
8195,descorada,1
8196,gaza,1
8197,ondulavam,1
8198,engolfada,1
8199,luzia,1
8200,acordar,3
8201,cerramse,1
8202,grilo,1
8203,toco,1
8204,começava,15
8205,trovador,1
8206,saudando,1
8207,aproximação,3
8208,fincada,1
8209,oscilava,4
8210,imprimido,2
8211,plumagem,2
8212,azulão,1
8213,castelã,3
8214,divertido,1
8215,tomaas,1
8216,tas,1
8217,dou,2
8218,enramou,1
8219,tranqüilizouse,1
8220,simbólica,1
8221,carta,5
8222,interjeição,1
8223,relação,2
8224,entrever,2
8225,sondou,1
8226,cravarse,2
8227,tope,1
8228,abaloua,1
8229,mergulhouse,1
8230,indicarem,1
8231,vultos,6
8232,afastaramse,1
8233,seguilos,1
8234,resvalando,2
8235,despareceu,1
8236,avançava,3
8237,tornemos,1
8238,deixamos,1
8239,afastaram,3
8240,acesso,1
8241,escaparem,2
8242,desvaneceuse,1
8243,assassinos,3
8244,respeitáveis,1
8245,comprometer,1
8246,devorou,1
8247,vinhamse,1
8248,receosos,1
8249,complicasse,1
8250,interrogação,1
8251,acreditais,2
8252,denunciálo,2
8253,silencioso,2
8254,escárnio,2
8255,ocuparem,1
8256,pensemos,1
8257,partido,7
8258,calarvos,2
8259,estúpido,3
8260,carola,1
8261,entrevista,1
8262,goela,1
8263,despregada,1
8264,mostroulhes,1
8265,conhecido,5
8266,entaipado,1
8267,perceber,5
8268,tido,4
8269,entrai,1
8270,gritarei,1
8271,passará,2
8272,sairá,4
8273,tranqüilizame,1
8274,ameaçou,1
8275,desconfia,1
8276,insistis,1
8277,escutai,2
8278,visionário,3
8279,crente,3
8280,prometovos,3
8281,servireis,1
8282,urubus,1
8283,esverdinhado,1
8284,eterna,3
8285,religiosa,2
8286,sofrem,2
8287,insepultos,1
8288,horrorizava,1
8289,pensastes,1
8290,admitis,1
8291,admito,1
8292,jurais,2
8293,ofendia,1
8294,perjúrio,1
8295,cabisbaixos,3
8296,permaneceram,1
8297,critica,2
8298,lances,1
8299,media,1
8300,abandonava,2
8301,extremas,3
8302,travara,2
8303,fibra,1
8304,sensualidade,1
8305,exacerbada,1
8306,ascetismo,1
8307,claustro,1
8308,isolamento,2
8309,expandira,1
8310,borbulhar,1
8311,materiais,1
8312,surgiram,1
8313,tântalo,1
8314,cândida,1
8315,inspirar,2
8316,castas,1
8317,saciar,2
8318,infrene,1
8319,bastavalhe,2
8320,universo,2
8321,conquistar,1
8322,oráculo,2
8323,prepararamse,2
8324,entrarmos,1
8325,fugirmos,1
8326,resolver,1
8327,povoado,4
8328,propondes,1
8329,entremos,1
8330,descobertos,1
8331,faltam,1
8332,condenarem,2
8333,ignoram,1
8334,corremos,1
8335,achamonos,1
8336,sete,1
8337,decididos,1
8338,desempeno,1
8339,dispondo,1
8340,batalha,3
8341,trazei,1
8342,concluído,1
8343,escureça,1
8344,achegaremos,1
8345,entrará,2
8346,terão,3
8347,salvarse,1
8348,frutas,1
8349,deramlhes,1
8350,encaminharam,1
8351,sondarem,1
8352,realizarem,2
8353,partirem,1
8354,disselhes,1
8355,assentai,1
8356,denunciante,1
8357,justeza,1
8358,engatilhadas,1
8359,alerta,1
8360,agitarse,1
8361,estenderse,3
8362,conjeturando,1
8363,tramavam,1
8364,decidirá,1
8365,meteram,1
8366,ouvindoos,1
8367,partiram,1
8368,tropeçando,1
8369,comprido,2
8370,lombo,1
8371,gorado,1
8372,páreo,1
8373,tugiu,1
8374,perdera,3
8375,deparar,1
8376,seguiuos,2
8377,despedindo,1
8378,afastarse,3
8379,atalhar,1
8380,esperálos,1
8381,separassem,1
8382,proteger,2
8383,destacandose,1
8384,tremera,2
8385,inerte,6
8386,escapoulhe,1
8387,incólume,1
8388,xácara,4
8389,modificou,1
8390,decidira,2
8391,temesse,1
8392,recorrer,2
8393,acudido,1
8394,sofriam,4
8395,curtiam,1
8396,desengano,3
8397,ternas,1
8398,aveludavam,1
8399,trêmulas,1
8400,queixas,3
8401,murmuradas,1
8402,maviosa,2
8403,revendo,2
8404,incomodavam,1
8405,aproximou,2
8406,desapego,1
8407,sucedem,1
8408,dores,1
8409,falaste,1
8410,conhecêlos,1
8411,atacálos,2
8412,tiver,2
8413,defenderás,1
8414,aparecer,2
8415,tornarás,1
8416,verás,2
8417,revolta,12
8418,surpreendido,3
8419,atribuindo,2
8420,desconfianças,2
8421,atentado,1
8422,direitura,1
8423,repelia,5
8424,insubordinação,2
8425,faltas,1
8426,rixas,1
8427,entres,1
8428,tentativas,1
8429,deserção,1
8430,obstinava,1
8431,receando,1
8432,duvidas,2
8433,provála,1
8434,separar,2
8435,dirás,2
8436,engana,3
8437,servem,1
8438,acredites,1
8439,salves,1
8440,brandirá,1
8441,amasses,2
8442,matarias,1
8443,livrála,2
8444,compreendas,1
8445,dizerte,1
8446,neles,4
8447,dominavam,1
8448,interesse,1
8449,invariável,2
8450,sobrepujava,1
8451,contanto,1
8452,abrigar,3
8453,naturezas,1
8454,separadas,1
8455,traçara,1
8456,vazara,1
8457,nutre,1
8458,cederia,2
8459,cumpriria,2
8460,exatamente,1
8461,impressionado,4
8462,obstinação,4
8463,vitorioso,1
8464,andorinha,1
8465,ema,2
8466,farei,3
8467,traçarei,1
8468,passarem,1
8469,acharão,1
8470,chamaria,1
8471,apertaram,1
8472,dirigiramse,1
8473,recusou,1
8474,formalmente,1
8475,prometeu,2
8476,saberia,2
8477,separaramse,2
8478,ocupava,4
8479,encaminhouse,6
8480,escuras,8
8481,arredores,4
8482,tranqüilo,13
8483,esclareceu,1
8484,abrindose,3
8485,destacava,6
8486,esclarecido,5
8487,avistando,1
8488,sofreste,1
8489,achaste,1
8490,ficarás,1
8491,choravas,1
8492,pediste,1
8493,contrariedade,2
8494,impossíveis,2
8495,arriscas,1
8496,estime,1
8497,obedeça,1
8498,aprenda,1
8499,rezar,1
8500,historias,1
8501,bordará,1
8502,crescer,1
8503,voa,1
8504,quebram,1
8505,deitam,1
8506,cortas,1
8507,tiras,1
8508,chamará,1
8509,guardo,1
8510,machucando,1
8511,pesaroso,1
8512,arrebatadora,1
8513,guitarra,2
8514,acompanhamento,1
8515,música,4
8516,“foi,2
8517,infanção,1
8518,mouro,2
8519,alcáçar,2
8520,montado,1
8521,corcel,1
8522,pajem,1
8523,anadel,1
8524,dona,2
8525,‘tu,1
8526,cristã’,1
8527,‘mouro,1
8528,senhor’,1
8529,‘antes,1
8530,verte,2
8531,paços,1
8532,d’ouro,1
8533,nácar,2
8534,sorriso’,1
8535,cristãs,1
8536,irmãs”,1
8537,perdeuse,2
8538,modulações,1
8539,velara,1
8540,escrevendo,1
8541,particularidades,1
8542,vingativo,2
8543,aconselhavam,1
8544,selar,1
8545,cartas,1
8546,refleti,1
8547,assentei,1
8548,afastaisme,1
8549,correis,1
8550,representante,1
8551,protetor,2
8552,infundados,1
8553,submeter,1
8554,provança,1
8555,compete,2
8556,defendervos,3
8557,reconheço,1
8558,juvenil,1
8559,gira,1
8560,encanecida,3
8561,ensinem,1
8562,consagro,1
8563,poupaime,1
8564,deixarvos,1
8565,servidor,1
8566,combatentes,5
8567,centenas,2
8568,ajudarei,1
8569,morrerei,1
8570,estéril,2
8571,sacrificar,3
8572,reste,1
8573,temo,1
8574,número,7
8575,ajudarão,1
8576,resistirlhe,1
8577,imprudente,1
8578,ido,3
8579,auxilio,4
8580,recusarão,1
8581,voar,1
8582,deitou,10
8583,minuto,3
8584,tardança,1
8585,ansiosamente,1
8586,esperarvos,1
8587,parto,1
8588,cunhado,1
8589,crispim,1
8590,tenreiro,1
8591,poupará,1
8592,procurardes,1
8593,defensores,3
8594,despedirvos,1
8595,acompanhem,1
8596,direi,2
8597,daivos,1
8598,pronto,11
8599,murmuravam,2
8600,entrecortadas,4
8601,riam,1
8602,motejavam,1
8603,descontentamento,3
8604,arreganho,1
8605,retorcido,1
8606,tons,3
8607,afastava,3
8608,desabafo,1
8609,inquietos,1
8610,turbulentos,2
8611,presididos,2
8612,conhecimento,1
8613,emprazamento,1
8614,vigia,4
8615,usava,1
8616,cessava,1
8617,amanhecia,1
8618,proferiram,1
8619,apressadamente,2
8620,denunciado,1
8621,embargoulhe,1
8622,desempenando,1
8623,buzina,2
8624,resolutos,1
8625,desfecho,3
8626,intermédio,2
8627,afaste,1
8628,morno,1
8629,acolheu,2
8630,enunciação,1
8631,trocou,4
8632,entendemos,1
8633,maioria,1
8634,cumpremse,1
8635,discutem,1
8636,toca,2
8637,debandar,1
8638,fleuma,1
8639,imperturbável,1
8640,passear,1
8641,traves,1
8642,desapontamento,1
8643,contrariados,1
8644,conspiradores,1
8645,concertarem,1
8646,campanha,1
8647,divertimento,1
8648,bonachão,1
8649,jovial,2
8650,zombavam,1
8651,acabo,1
8652,transmitir,1
8653,arrede,1
8654,ameaçados,1
8655,confia,1
8656,honrada,2
8657,afabilidade,1
8658,suavizava,1
8659,serenaram,1
8660,ânimos,1
8661,descontentes,1
8662,mostraramse,1
8663,satisfeitos,2
8664,retardar,1
8665,combinação,1
8666,arriscado,2
8667,tentálo,1
8668,missão,4
8669,perigosa,3
8670,marcham,2
8671,desempenhála,1
8672,adiantaram,1
8673,escolheu,2
8674,pesame,1
8675,negarme,1
8676,exigis,2
8677,sintome,1
8678,doente,2
8679,enfermidade,2
8680,prive,1
8681,partis,3
8682,arcabuzado,1
8683,esmola,1
8684,mandandovos,1
8685,acusasse,1
8686,atirado,4
8687,fazêlo,6
8688,condenar,2
8689,aviaivos,1
8690,escolhidos,1
8691,animandose,3
8692,sorrisse,1
8693,subido,1
8694,votada,1
8695,encaminharamse,3
8696,cubículo,4
8697,interrompidos,1
8698,eh,1
8699,olhai,2
8700,querida,3
8701,abraçando,1
8702,sela,1
8703,rédea,1
8704,sumiase,1
8705,preparativos,11
8706,desesperada,8
8707,reuniriam,2
8708,reunião,2
8709,efetuasse,1
8710,mudado,3
8711,amimava,1
8712,predileta,1
8713,oferecendo,1
8714,carmim,2
8715,carícias,1
8716,desvanecia,1
8717,quiseste,1
8718,recolhido,2
8719,enfadada,1
8720,contrariada,1
8721,educada,1
8722,corrigira,1
8723,pureza,2
8724,santidade,2
8725,afligia,1
8726,salvasse,5
8727,conhecesse,2
8728,compassivo,1
8729,desprezavam,1
8730,gentilismo,1
8731,elevar,1
8732,tornálo,1
8733,defendera,1
8734,retribuir,1
8735,veiolhe,1
8736,singular,4
8737,inspira,1
8738,suavizem,1
8739,prelúdios,1
8740,solaus,1
8741,cantigas,2
8742,composição,1
8743,rogou,1
8744,adejou,1
8745,entendeste,1
8746,deixasses,2
8747,servirte,2
8748,matálo,4
8749,mate,1
8750,respeita,1
8751,desobedeceu,1
8752,tamanha,1
8753,inspirada,1
8754,negarias,1
8755,fores,1
8756,estimará,1
8757,ficas,2
8758,pedirte,3
8759,risques,1
8760,riscar,1
8761,banquinha,1
8762,fantasias,1
8763,escrevo,1
8764,escreve,1
8765,traçou,1
8766,fecha,1
8767,entrega,1
8768,falaria,1
8769,arrependeuse,2
8770,suspeitasse,2
8771,odiaria,1
8772,terem,4
8773,extremo,3
8774,adivinhasse,1
8775,concebido,2
8776,vigias,3
8777,embargaram,1
8778,sentinelas,1
8779,voltassem,1
8780,mergulhado,1
8781,descido,3
8782,abortado,1
8783,aproveitara,1
8784,ida,1
8785,escândalo,1
8786,formara,1
8787,duvidava,3
8788,perfídia,1
8789,animará,1
8790,descansado,3
8791,falarei,1
8792,preocupavam,1
8793,dirigidos,1
8794,executavam,1
8795,inacessível,1
8796,situada,2
8797,construíam,1
8798,arrastavam,1
8799,colubrina,2
8800,excesso,1
8801,vésperas,1
8802,dignamente,1
8803,arrancada,2
8804,violentamente,3
8805,impulso,3
8806,silenciosamente,3
8807,obrigasse,1
8808,exacerbava,1
8809,lutas,1
8810,contrariedades,1
8811,aperto,2
8812,alucinação,5
8813,repassavam,1
8814,libar,1
8815,encerravam,1
8816,encontrouse,1
8817,mudos,5
8818,restituirvos,1
8819,malfadado,2
8820,aceiteis,1
8821,suspirando,1
8822,guardarei,1
8823,relíquia,2
8824,causara,2
8825,impregnadas,2
8826,recalcava,2
8827,aceitado,3
8828,jurado,1
8829,vigorosamente,1
8830,sujeitarse,1
8831,dedicarlhe,1
8832,repelisse,1
8833,desobrigasse,1
8834,prevenidos,1
8835,luscofusco,1
8836,frei,3
8837,verme,1
8838,onze,1
8839,escassos,1
8840,viração,3
8841,sussurravam,1
8842,reclinados,1
8843,alcantil,1
8844,sondavam,1
8845,majestoso,7
8846,ronda,1
8847,noturna,4
8848,general,1
8849,coruja,4
8850,abaixouse,1
8851,seixos,1
8852,deixouos,1
8853,distinguilo,1
8854,reuniuse,1
8855,esperamos,1
8856,trocadas,1
8857,luzir,1
8858,esgueirandose,1
8859,dirigiam,1
8860,ocultos,2
8861,pilar,2
8862,chegara,1
8863,senha,4
8864,sobram,1
8865,deivos,1
8866,contai,2
8867,desconhecido,3
8868,concebi,1
8869,servime,1
8870,lealmente,1
8871,tereis,4
8872,sagrado,2
8873,amála,1
8874,matandoa,2
8875,receba,1
8876,horrorizado,4
8877,agarrandolhe,1
8878,recusais,1
8879,aceitará,2
8880,rejeitais,1
8881,opostos,1
8882,esvairada,2
8883,abafou,1
8884,estrangulada,1
8885,avante,1
8886,tábua,10
8887,entrego,1
8888,douvos,2
8889,prancha,5
8890,moverse,1
8891,precipite,1
8892,necessitava,1
8893,frechal,2
8894,manteve,1
8895,pênsil,3
8896,arriscarse,1
8897,descalçouse,1
8898,esperarmeeis,1
8899,fermentar,1
8900,verse,2
8901,afastar,1
8902,inclinar,1
8903,antecipado,1
8904,exprobrasse,1
8905,afundado,1
8906,depravação,1
8907,recuar,3
8908,prestigio,1
8909,esquivarse,1
8910,precipitálo,2
8911,obsessão,1
8912,pesadelo,2
8913,entanto,1
8914,radiando,1
8915,galas,2
8916,luzimentos,1
8917,deslumbrada,1
8918,depositário,1
8919,ímpeto,3
8920,suspenderse,1
8921,tentação,3
8922,acurvaramse,1
8923,frenesi,1
8924,apoderou,2
8925,agitou,3
8926,oscilou,2
8927,baque,4
8928,espavorido,2
8929,escarnecia,1
8930,ente,1
8931,previdência,2
8932,entrara,1
8933,caibro,1
8934,telhavã,1
8935,improvisada,1
8936,descuidou,1
8937,agarrar,2
8938,dificuldade,2
8939,realizaria,2
8940,abalos,1
8941,produzidos,1
8942,cúmplice,2
8943,querendo,2
8944,serviuse,1
8945,indireto,1
8946,pregada,3
8947,aldraba,1
8948,gelosias,1
8949,vendavam,1
8950,pudor,5
8951,roupas,5
8952,cabecinha,3
8953,rendas,1
8954,finíssimas,1
8955,desenrolavam,1
8956,amortecimento,1
8957,esvaecida,1
8958,desmaia,1
8959,murilo,1
8960,puras,2
8961,imprimia,2
8962,lençaria,2
8963,ressaltava,2
8964,dentre,4
8965,colcha,4
8966,dobras,2
8967,transparente,2
8968,harmoniosos,2
8969,afugentar,2
8970,profano,1
8971,ajoelharia,1
8972,animaria,2
8973,protegiam,1
8974,ofegante,4
8975,escaldandolhe,1
8976,encadeava,1
8977,gelada,3
8978,erguer,3
8979,cintilava,2
8980,impregnada,2
8981,plácido,2
8982,enleandose,1
8983,esparge,1
8984,demônio,1
8985,visão,7
8986,importuna,1
8987,bufete,2
8988,acendeu,4
8989,lamparina,2
8990,cantoneira,1
8991,voltando,8
8992,rapto,1
8993,esclarecimentos,1
8994,sucumbido,1
8995,enrugado,1
8996,luzira,2
8997,flama,1
8998,fogos,5
8999,brilham,3
9000,supunham,1
9001,transmitiulhe,1
9002,instruções,2
9003,breves,1
9004,concisas,1
9005,livraremse,1
9006,embaraços,1
9007,receberam,1
9008,recolhessem,1
9009,colocaremse,1
9010,fiéis,8
9011,gozavam,1
9012,privilégio,2
9013,vasta,1
9014,conforme,1
9015,adormecido,6
9016,pronunciar,5
9017,convencionada,3
9018,garganta,2
9019,molhos,1
9020,metidos,1
9021,beirada,1
9022,telhado,3
9023,atear,3
9024,incêndio,5
9025,dispusera,1
9026,mortas,2
9027,especial,1
9028,ofereceuse,2
9029,voluntariamente,2
9030,recearse,1
9031,aceitou,2
9032,oferecimento,3
9033,traça,1
9034,incomodálo,1
9035,esvaziava,1
9036,botelha,1
9037,valverde,1
9038,bebiam,1
9039,disfarçarem,1
9040,módica,1
9041,liquido,5
9042,destinado,4
9043,umedecer,1
9044,goelas,1
9045,formidáveis,1
9046,bebedores,1
9047,voluptuosamente,1
9048,repimpouse,1
9049,tripeça,1
9050,proeminente,1
9051,beatitude,1
9052,celeste,8
9053,perguntarvos,2
9054,respondervos,1
9055,dais,1
9056,tunante,1
9057,conheceis,2
9058,pergunto,1
9059,apareceunos,1
9060,saísse,4
9061,lembra,1
9062,nove,2
9063,consultando,1
9064,calendário,1
9065,certíssimo,1
9066,sacrilégio,1
9067,satã,1
9068,simonia,1
9069,horrenda,1
9070,restabelecerse,1
9071,notoulhe,1
9072,coincidência,1
9073,desaparecimento,1
9074,aparecimento,3
9075,estremeci,1
9076,recuei,1
9077,furioso,1
9078,catre,2
9079,agarrou,5
9080,direitas,1
9081,torne,1
9082,rangendo,1
9083,continuaram,3
9084,brusca,3
9085,passavamse,1
9086,excitar,2
9087,fechando,4
9088,aterrado,1
9089,cobrou,1
9090,emergência,1
9091,futura,1
9092,confiado,5
9093,reunirse,2
9094,dirigir,1
9095,urdido,1
9096,iludido,2
9097,demoraria,3
9098,inventou,1
9099,terse,1
9100,cilha,1
9101,arranjála,1
9102,convencionado,1
9103,introduziuse,1
9104,furtivamente,3
9105,sabendo,1
9106,preparado,6
9107,raptála,1
9108,lançasse,3
9109,despertasse,2
9110,viriam,1
9111,lançaria,2
9112,preparada,1
9113,enterraria,1
9114,gorja,1
9115,confusão,5
9116,demônios,2
9117,acabariam,1
9118,fugiriam,1
9119,lendas,1
9120,antigas,1
9121,alvorada,4
9122,sabbat,2
9123,agentes,1
9124,solapava,1
9125,descuidados,1
9126,advertir,1
9127,conseguido,3
9128,traísse,2
9129,podido,1
9130,advertido,2
9131,consumar,3
9132,embrulho,1
